"Time Series Data"
"DBKEY","STATION","TYPE","UNITS","FQ","STAT","STRATA","OPNUM","RCDR","AGENCY","START","END","CNTY","LAT","LONG","SEC","TWP","RNG","ALTERNATE ID"
"LA373","3AS3WX","AIRT","Degrees Celsius","DA","MEAN","0","","CR10","WMD","2000","2023","DAD","255106","804558","18","53","36","3AS3W+AT",""
"Station","DBKEY","Daily Date","Data Value","Qualifer","Revision Date"
"3AS3WX","LA373","13-JAN-2021","16.87","","20-JAN-2021"
"3AS3WX","LA373","14-JAN-2021","16.59","","20-JAN-2021"
"3AS3WX","LA373","15-JAN-2021","18.74","","20-JAN-2021"
"3AS3WX","LA373","16-JAN-2021","17.92","","20-JAN-2021"
"3AS3WX","LA373","17-JAN-2021","15.66","","20-JAN-2021"
"3AS3WX","LA373","18-JAN-2021","17.26","","20-JAN-2021"
"3AS3WX","LA373","19-JAN-2021","17.25","","01-FEB-2021"
"3AS3WX","LA373","20-JAN-2021","18.10","","01-FEB-2021"
"3AS3WX","LA373","21-JAN-2021","18.42","","01-FEB-2021"
"3AS3WX","LA373","22-JAN-2021","19.59","","01-FEB-2021"
"3AS3WX","LA373","23-JAN-2021","20.07","","01-FEB-2021"
"3AS3WX","LA373","24-JAN-2021","21.09","","01-FEB-2021"
"3AS3WX","LA373","25-JAN-2021","21.90","","01-FEB-2021"
"3AS3WX","LA373","26-JAN-2021","22.65","","01-FEB-2021"
"3AS3WX","LA373","27-JAN-2021","23.09","","01-FEB-2021"
"3AS3WX","LA373","28-JAN-2021","19.54","","01-FEB-2021"
"3AS3WX","LA373","29-JAN-2021","15.87","","01-FEB-2021"
"3AS3WX","LA373","30-JAN-2021","17.98","","01-FEB-2021"
"3AS3WX","LA373","31-JAN-2021","19.98","","09-FEB-2021"
"3AS3WX","LA373","01-FEB-2021","18.26","","09-FEB-2021"
"3AS3WX","LA373","02-FEB-2021","12.92","","09-FEB-2021"
"3AS3WX","LA373","03-FEB-2021","12.91","","09-FEB-2021"
"3AS3WX","LA373","04-FEB-2021","14.45","","09-FEB-2021"
"3AS3WX","LA373","05-FEB-2021","18.63","","09-FEB-2021"
"3AS3WX","LA373","06-FEB-2021","21.70","","09-FEB-2021"
"3AS3WX","LA373","07-FEB-2021","23.56","","09-FEB-2021"
"3AS3WX","LA373","08-FEB-2021","23.72","","18-FEB-2021"
"3AS3WX","LA373","09-FEB-2021","23.69","","18-FEB-2021"
"3AS3WX","LA373","10-FEB-2021","23.13","","18-FEB-2021"
"3AS3WX","LA373","11-FEB-2021","23.19","","18-FEB-2021"
"3AS3WX","LA373","12-FEB-2021","23.41","","18-FEB-2021"
"3AS3WX","LA373","13-FEB-2021","24.60","","18-FEB-2021"
"3AS3WX","LA373","14-FEB-2021","25.38","","18-FEB-2021"
"3AS3WX","LA373","15-FEB-2021","25.36","","18-FEB-2021"
"3AS3WX","LA373","16-FEB-2021","24.80","","18-FEB-2021"
"3AS3WX","LA373","17-FEB-2021","24.80","","02-MAR-2021"
"3AS3WX","LA373","18-FEB-2021","24.88","","02-MAR-2021"
"3AS3WX","LA373","19-FEB-2021","24.75","","02-MAR-2021"
"3AS3WX","LA373","20-FEB-2021","18.29","","02-MAR-2021"
"3AS3WX","LA373","21-FEB-2021","19.29","","02-MAR-2021"
"3AS3WX","LA373","22-FEB-2021","22.10","","02-MAR-2021"
"3AS3WX","LA373","23-FEB-2021","23.09","","02-MAR-2021"
"3AS3WX","LA373","24-FEB-2021","22.85","","02-MAR-2021"
"3AS3WX","LA373","25-FEB-2021","22.72","","02-MAR-2021"
"3AS3WX","LA373","26-FEB-2021","23.77","","02-MAR-2021"
"3AS3WX","LA373","27-FEB-2021","24.06","","02-MAR-2021"
"3AS3WX","LA373","28-FEB-2021","24.26","","10-MAR-2021"
"3AS3WX","LA373","01-MAR-2021","24.73","","10-MAR-2021"
"3AS3WX","LA373","02-MAR-2021","24.59","","10-MAR-2021"
"3AS3WX","LA373","03-MAR-2021","23.01","","10-MAR-2021"
"3AS3WX","LA373","04-MAR-2021","17.62","","10-MAR-2021"
"3AS3WX","LA373","05-MAR-2021","19.66","","10-MAR-2021"
"3AS3WX","LA373","06-MAR-2021","19.61","","10-MAR-2021"
"3AS3WX","LA373","07-MAR-2021","18.05","","10-MAR-2021"
"3AS3WX","LA373","08-MAR-2021","17.22","","10-MAR-2021"
"3AS3WX","LA373","09-MAR-2021","18.92","","15-MAR-2021"
"3AS3WX","LA373","10-MAR-2021","19.08","","15-MAR-2021"
"3AS3WX","LA373","11-MAR-2021","21.09","","15-MAR-2021"
"3AS3WX","LA373","12-MAR-2021","20.95","","15-MAR-2021"
"3AS3WX","LA373","13-MAR-2021","21.35","","15-MAR-2021"
"3AS3WX","LA373","14-MAR-2021","22.16","","22-MAR-2021"
"3AS3WX","LA373","15-MAR-2021","22.77","","22-MAR-2021"
"3AS3WX","LA373","16-MAR-2021","22.57","","22-MAR-2021"
"3AS3WX","LA373","17-MAR-2021","23.14","","22-MAR-2021"
"3AS3WX","LA373","18-MAR-2021","24.22","","22-MAR-2021"
"3AS3WX","LA373","19-MAR-2021","22.80","","22-MAR-2021"
"3AS3WX","LA373","20-MAR-2021","18.61","","22-MAR-2021"
"3AS3WX","LA373","21-MAR-2021","17.71","","29-MAR-2021"
"3AS3WX","LA373","22-MAR-2021","18.26","","29-MAR-2021"
"3AS3WX","LA373","23-MAR-2021","20.12","","29-MAR-2021"
"3AS3WX","LA373","24-MAR-2021","22.79","","29-MAR-2021"
"3AS3WX","LA373","25-MAR-2021","24.74","","29-MAR-2021"
"3AS3WX","LA373","26-MAR-2021","24.83","","29-MAR-2021"
"3AS3WX","LA373","27-MAR-2021","24.68","","29-MAR-2021"
"3AS3WX","LA373","28-MAR-2021","25.39","","05-APR-2021"
"3AS3WX","LA373","29-MAR-2021","25.32","","05-APR-2021"
"3AS3WX","LA373","30-MAR-2021","25.34","","05-APR-2021"
"3AS3WX","LA373","31-MAR-2021","25.49","","05-APR-2021"
"3AS3WX","LA373","01-APR-2021","23.66","","05-APR-2021"
"3AS3WX","LA373","02-APR-2021","18.11","","05-APR-2021"
"3AS3WX","LA373","03-APR-2021","17.29","","05-APR-2021"
"3AS3WX","LA373","04-APR-2021","18.69","","12-APR-2021"
"3AS3WX","LA373","05-APR-2021","19.22","","12-APR-2021"
"3AS3WX","LA373","06-APR-2021","20.19","","12-APR-2021"
"3AS3WX","LA373","07-APR-2021","20.51","","12-APR-2021"
"3AS3WX","LA373","08-APR-2021","21.32","","12-APR-2021"
"3AS3WX","LA373","09-APR-2021","21.71","","12-APR-2021"
"3AS3WX","LA373","10-APR-2021","23.30","","12-APR-2021"
"3AS3WX","LA373","11-APR-2021","22.66","","19-APR-2021"
"3AS3WX","LA373","12-APR-2021","22.89","","19-APR-2021"
"3AS3WX","LA373","13-APR-2021","24.07","","19-APR-2021"
"3AS3WX","LA373","14-APR-2021","23.33","","19-APR-2021"
"3AS3WX","LA373","15-APR-2021","23.31","","19-APR-2021"
"3AS3WX","LA373","16-APR-2021","24.50","","19-APR-2021"
"3AS3WX","LA373","17-APR-2021","24.66","","19-APR-2021"
"3AS3WX","LA373","18-APR-2021","25.88","","26-APR-2021"
"3AS3WX","LA373","19-APR-2021","26.11","","26-APR-2021"
"3AS3WX","LA373","20-APR-2021","24.17","","26-APR-2021"
"3AS3WX","LA373","21-APR-2021","24.65","","26-APR-2021"
"3AS3WX","LA373","22-APR-2021","23.64","","26-APR-2021"
"3AS3WX","LA373","23-APR-2021","23.79","","26-APR-2021"
"3AS3WX","LA373","24-APR-2021","25.51","","26-APR-2021"
"3AS3WX","LA373","25-APR-2021","26.32","","03-MAY-2021"
"3AS3WX","LA373","26-APR-2021","25.08","","03-MAY-2021"
"3AS3WX","LA373","27-APR-2021","23.50","","03-MAY-2021"
"3AS3WX","LA373","28-APR-2021","23.98","","03-MAY-2021"
"3AS3WX","LA373","29-APR-2021","25.47","","03-MAY-2021"
"3AS3WX","LA373","30-APR-2021","25.66","","03-MAY-2021"
"3AS3WX","LA373","01-MAY-2021","25.25","","03-MAY-2021"
"3AS3WX","LA373","02-MAY-2021","25.89","","10-MAY-2021"
"3AS3WX","LA373","03-MAY-2021","26.37","","10-MAY-2021"
"3AS3WX","LA373","04-MAY-2021","26.90","","10-MAY-2021"
"3AS3WX","LA373","05-MAY-2021","27.14","","10-MAY-2021"
"3AS3WX","LA373","06-MAY-2021","26.96","","10-MAY-2021"
"3AS3WX","LA373","07-MAY-2021","25.83","","10-MAY-2021"
"3AS3WX","LA373","08-MAY-2021","24.16","","10-MAY-2021"
"3AS3WX","LA373","09-MAY-2021","24.42","","17-MAY-2021"
"3AS3WX","LA373","10-MAY-2021","26.42","","17-MAY-2021"
"3AS3WX","LA373","11-MAY-2021","27.20","","17-MAY-2021"
"3AS3WX","LA373","12-MAY-2021","26.90","","17-MAY-2021"
"3AS3WX","LA373","13-MAY-2021","25.78","","17-MAY-2021"
"3AS3WX","LA373","14-MAY-2021","24.23","","17-MAY-2021"
"3AS3WX","LA373","15-MAY-2021","24.43","","17-MAY-2021"
"3AS3WX","LA373","16-MAY-2021","23.38","","24-MAY-2021"
"3AS3WX","LA373","17-MAY-2021","23.54","","24-MAY-2021"
"3AS3WX","LA373","18-MAY-2021","23.87","","24-MAY-2021"
"3AS3WX","LA373","19-MAY-2021","24.44","","24-MAY-2021"
"3AS3WX","LA373","20-MAY-2021","24.30","","24-MAY-2021"
"3AS3WX","LA373","21-MAY-2021","23.45","","24-MAY-2021"
"3AS3WX","LA373","22-MAY-2021","23.07","","24-MAY-2021"
"3AS3WX","LA373","23-MAY-2021","23.09","","01-JUN-2021"
"3AS3WX","LA373","24-MAY-2021","22.94","","01-JUN-2021"
"3AS3WX","LA373","25-MAY-2021","23.37","","01-JUN-2021"
"3AS3WX","LA373","26-MAY-2021","23.77","","01-JUN-2021"
"3AS3WX","LA373","27-MAY-2021","23.88","","01-JUN-2021"
"3AS3WX","LA373","28-MAY-2021","24.57","","01-JUN-2021"
"3AS3WX","LA373","29-MAY-2021","24.91","","01-JUN-2021"
"3AS3WX","LA373","30-MAY-2021","24.53","","01-JUN-2021"
"3AS3WX","LA373","31-MAY-2021","24.45","","07-JUN-2021"
"3AS3WX","LA373","01-JUN-2021","24.26","","07-JUN-2021"
"3AS3WX","LA373","02-JUN-2021","23.59","","07-JUN-2021"
"3AS3WX","LA373","03-JUN-2021","24.61","","07-JUN-2021"
"3AS3WX","LA373","04-JUN-2021","25.62","","07-JUN-2021"
"3AS3WX","LA373","05-JUN-2021","26.11","","07-JUN-2021"
"3AS3WX","LA373","06-JUN-2021","26.87","","14-JUN-2021"
"3AS3WX","LA373","07-JUN-2021","26.68","","14-JUN-2021"
"3AS3WX","LA373","08-JUN-2021","26.15","","14-JUN-2021"
"3AS3WX","LA373","09-JUN-2021","26.07","","14-JUN-2021"
"3AS3WX","LA373","10-JUN-2021","26.18","","14-JUN-2021"
"3AS3WX","LA373","11-JUN-2021","26.30","","14-JUN-2021"
"3AS3WX","LA373","12-JUN-2021","26.08","","14-JUN-2021"
"3AS3WX","LA373","13-JUN-2021","26.96","","21-JUN-2021"
"3AS3WX","LA373","14-JUN-2021","23.36","","21-JUN-2021"
"3AS3WX","LA373","15-JUN-2021","24.97","","21-JUN-2021"
"3AS3WX","LA373","16-JUN-2021","24.47","","21-JUN-2021"
"3AS3WX","LA373","17-JUN-2021","25.43","","21-JUN-2021"
"3AS3WX","LA373","18-JUN-2021","26.99","","21-JUN-2021"
"3AS3WX","LA373","19-JUN-2021","27.52","","21-JUN-2021"
"3AS3WX","LA373","20-JUN-2021","26.38","","28-JUN-2021"
"3AS3WX","LA373","21-JUN-2021","27.66","","28-JUN-2021"
"3AS3WX","LA373","22-JUN-2021","27.62","","28-JUN-2021"
"3AS3WX","LA373","23-JUN-2021","25.10","","28-JUN-2021"
"3AS3WX","LA373","24-JUN-2021","25.08","","28-JUN-2021"
"3AS3WX","LA373","25-JUN-2021","24.57","","28-JUN-2021"
"3AS3WX","LA373","26-JUN-2021","26.40","","28-JUN-2021"
"3AS3WX","LA373","27-JUN-2021","26.58","","06-JUL-2021"
"3AS3WX","LA373","28-JUN-2021","25.92","","06-JUL-2021"
"3AS3WX","LA373","29-JUN-2021","24.36","","06-JUL-2021"
"3AS3WX","LA373","30-JUN-2021","24.33","","06-JUL-2021"
"3AS3WX","LA373","01-JUL-2021","25.45","","06-JUL-2021"
"3AS3WX","LA373","02-JUL-2021","26.89","","06-JUL-2021"
"3AS3WX","LA373","03-JUL-2021","28.13","","06-JUL-2021"
"3AS3WX","LA373","04-JUL-2021","27.98","","06-JUL-2021"
"3AS3WX","LA373","05-JUL-2021","25.37","","08-JUL-2021"
"3AS3WX","LA373","06-JUL-2021","25.09","","12-JUL-2021"
"3AS3WX","LA373","07-JUL-2021","27.62","","12-JUL-2021"
"3AS3WX","LA373","08-JUL-2021","25.30","","12-JUL-2021"
"3AS3WX","LA373","09-JUL-2021","27.49","","12-JUL-2021"
"3AS3WX","LA373","10-JUL-2021","27.08","","12-JUL-2021"
"3AS3WX","LA373","11-JUL-2021","26.44","","19-JUL-2021"
"3AS3WX","LA373","12-JUL-2021","25.09","","19-JUL-2021"
"3AS3WX","LA373","13-JUL-2021","24.99","","19-JUL-2021"
"3AS3WX","LA373","14-JUL-2021","25.85","","19-JUL-2021"
"3AS3WX","LA373","15-JUL-2021","27.45","","19-JUL-2021"
"3AS3WX","LA373","16-JUL-2021","27.46","","19-JUL-2021"
"3AS3WX","LA373","17-JUL-2021","26.96","","19-JUL-2021"
"3AS3WX","LA373","18-JUL-2021","28.25","","26-JUL-2021"
"3AS3WX","LA373","19-JUL-2021","28.46","","26-JUL-2021"
"3AS3WX","LA373","20-JUL-2021","26.45","","26-JUL-2021"
"3AS3WX","LA373","21-JUL-2021","27.80","","26-JUL-2021"
"3AS3WX","LA373","22-JUL-2021","28.72","","26-JUL-2021"
"3AS3WX","LA373","23-JUL-2021","27.44","","26-JUL-2021"
"3AS3WX","LA373","24-JUL-2021","26.28","P","28-JUL-2021"
"3AS3WX","LA373","25-JUL-2021","27.25","","02-AUG-2021"
"3AS3WX","LA373","26-JUL-2021","26.95","","02-AUG-2021"
"3AS3WX","LA373","27-JUL-2021","27.40","","02-AUG-2021"
"3AS3WX","LA373","28-JUL-2021","27.53","","02-AUG-2021"
"3AS3WX","LA373","29-JUL-2021","27.65","","02-AUG-2021"
"3AS3WX","LA373","30-JUL-2021","28.30","","02-AUG-2021"
"3AS3WX","LA373","31-JUL-2021","28.88","","02-AUG-2021"
"3AS3WX","LA373","01-AUG-2021","28.50","","05-AUG-2021"
"3AS3WX","LA373","02-AUG-2021","28.43","","05-AUG-2021"
"3AS3WX","LA373","03-AUG-2021","26.86","","05-AUG-2021"
"3AS3WX","LA373","04-AUG-2021","25.27","","09-AUG-2021"
"3AS3WX","LA373","05-AUG-2021","27.06","","09-AUG-2021"
"3AS3WX","LA373","06-AUG-2021","27.83","","09-AUG-2021"
"3AS3WX","LA373","07-AUG-2021","26.48","","09-AUG-2021"
"3AS3WX","LA373","08-AUG-2021","27.87","","16-AUG-2021"
"3AS3WX","LA373","09-AUG-2021","28.76","","16-AUG-2021"
"3AS3WX","LA373","10-AUG-2021","28.34","","16-AUG-2021"
"3AS3WX","LA373","11-AUG-2021","28.51","","16-AUG-2021"
"3AS3WX","LA373","12-AUG-2021","28.43","","16-AUG-2021"
"3AS3WX","LA373","13-AUG-2021","27.45","","16-AUG-2021"
"3AS3WX","LA373","14-AUG-2021","26.42","","16-AUG-2021"
"3AS3WX","LA373","15-AUG-2021","25.37","","23-AUG-2021"
"3AS3WX","LA373","16-AUG-2021","27.87","","23-AUG-2021"
"3AS3WX","LA373","17-AUG-2021","28.64","","23-AUG-2021"
"3AS3WX","LA373","18-AUG-2021","29.19","","23-AUG-2021"
"3AS3WX","LA373","19-AUG-2021","28.92","","23-AUG-2021"
"3AS3WX","LA373","20-AUG-2021","29.28","","23-AUG-2021"
"3AS3WX","LA373","21-AUG-2021","29.09","","23-AUG-2021"
"3AS3WX","LA373","22-AUG-2021","28.69","","30-AUG-2021"
"3AS3WX","LA373","23-AUG-2021","28.67","","30-AUG-2021"
"3AS3WX","LA373","24-AUG-2021","28.56","","30-AUG-2021"
"3AS3WX","LA373","25-AUG-2021","27.79","","30-AUG-2021"
"3AS3WX","LA373","26-AUG-2021","27.07","","30-AUG-2021"
"3AS3WX","LA373","27-AUG-2021","28.63","","30-AUG-2021"
"3AS3WX","LA373","28-AUG-2021","28.43","","30-AUG-2021"
"3AS3WX","LA373","29-AUG-2021","27.39","","07-SEP-2021"
"3AS3WX","LA373","30-AUG-2021","27.03","","07-SEP-2021"
"3AS3WX","LA373","31-AUG-2021","27.78","","07-SEP-2021"
"3AS3WX","LA373","01-SEP-2021","28.06","","07-SEP-2021"
"3AS3WX","LA373","02-SEP-2021","25.74","","07-SEP-2021"
"3AS3WX","LA373","03-SEP-2021","26.57","","07-SEP-2021"
"3AS3WX","LA373","04-SEP-2021","26.64","","07-SEP-2021"
"3AS3WX","LA373","05-SEP-2021","27.63","","07-SEP-2021"
"3AS3WX","LA373","06-SEP-2021","27.67","","13-SEP-2021"
"3AS3WX","LA373","07-SEP-2021","27.02","","13-SEP-2021"
"3AS3WX","LA373","08-SEP-2021","27.28","","13-SEP-2021"
"3AS3WX","LA373","09-SEP-2021","28.31","","13-SEP-2021"
"3AS3WX","LA373","10-SEP-2021","27.96","","13-SEP-2021"
"3AS3WX","LA373","11-SEP-2021","28.07","","13-SEP-2021"
"3AS3WX","LA373","12-SEP-2021","27.86","","16-SEP-2021"
"3AS3WX","LA373","13-SEP-2021","26.27","","16-SEP-2021"
"3AS3WX","LA373","14-SEP-2021","26.01","","16-SEP-2021"
"3AS3WX","LA373","15-SEP-2021","26.00","","20-SEP-2021"
"3AS3WX","LA373","16-SEP-2021","25.51","","20-SEP-2021"
"3AS3WX","LA373","17-SEP-2021","25.72","","20-SEP-2021"
"3AS3WX","LA373","18-SEP-2021","26.80","","20-SEP-2021"
"3AS3WX","LA373","19-SEP-2021","27.22","","27-SEP-2021"
"3AS3WX","LA373","20-SEP-2021","26.71","","27-SEP-2021"
"3AS3WX","LA373","21-SEP-2021","25.94","","27-SEP-2021"
"3AS3WX","LA373","22-SEP-2021","25.77","","27-SEP-2021"
"3AS3WX","LA373","23-SEP-2021","26.67","","27-SEP-2021"
"3AS3WX","LA373","24-SEP-2021","26.69","","27-SEP-2021"
"3AS3WX","LA373","25-SEP-2021","26.56","","27-SEP-2021"
"3AS3WX","LA373","26-SEP-2021","27.42","","04-OCT-2021"
"3AS3WX","LA373","27-SEP-2021","26.95","","04-OCT-2021"
"3AS3WX","LA373","28-SEP-2021","26.49","","04-OCT-2021"
"3AS3WX","LA373","29-SEP-2021","26.37","","04-OCT-2021"
"3AS3WX","LA373","30-SEP-2021","26.84","","04-OCT-2021"
"3AS3WX","LA373","01-OCT-2021","25.89","","04-OCT-2021"
"3AS3WX","LA373","02-OCT-2021","26.32","","04-OCT-2021"
"3AS3WX","LA373","03-OCT-2021","26.03","","11-OCT-2021"
"3AS3WX","LA373","04-OCT-2021","26.12","","11-OCT-2021"
"3AS3WX","LA373","05-OCT-2021","27.10","","11-OCT-2021"
"3AS3WX","LA373","06-OCT-2021","26.83","","11-OCT-2021"
"3AS3WX","LA373","07-OCT-2021","27.87","","11-OCT-2021"
"3AS3WX","LA373","08-OCT-2021","27.43","","11-OCT-2021"
"3AS3WX","LA373","09-OCT-2021","24.60","","11-OCT-2021"
"3AS3WX","LA373","10-OCT-2021","25.80","","18-OCT-2021"
"3AS3WX","LA373","11-OCT-2021","25.76","","18-OCT-2021"
"3AS3WX","LA373","12-OCT-2021","24.89","","18-OCT-2021"
"3AS3WX","LA373","13-OCT-2021","26.48","","18-OCT-2021"
"3AS3WX","LA373","14-OCT-2021","26.81","","18-OCT-2021"
"3AS3WX","LA373","15-OCT-2021","27.00","","18-OCT-2021"
"3AS3WX","LA373","16-OCT-2021","26.89","","18-OCT-2021"
"3AS3WX","LA373","17-OCT-2021","26.95","","21-OCT-2021"
"3AS3WX","LA373","18-OCT-2021","25.09","","21-OCT-2021"
"3AS3WX","LA373","19-OCT-2021","24.90","","21-OCT-2021"
"3AS3WX","LA373","20-OCT-2021","25.37","","25-OCT-2021"
"3AS3WX","LA373","21-OCT-2021","25.83","","25-OCT-2021"
"3AS3WX","LA373","22-OCT-2021","24.84","","25-OCT-2021"
"3AS3WX","LA373","23-OCT-2021","25.73","","25-OCT-2021"
"3AS3WX","LA373","24-OCT-2021","26.36","","01-NOV-2021"
"3AS3WX","LA373","25-OCT-2021","26.87","","01-NOV-2021"
"3AS3WX","LA373","26-OCT-2021","26.90","","01-NOV-2021"
"3AS3WX","LA373","27-OCT-2021","26.40","","01-NOV-2021"
"3AS3WX","LA373","28-OCT-2021","27.14","","01-NOV-2021"
"3AS3WX","LA373","29-OCT-2021","25.51","","01-NOV-2021"
"3AS3WX","LA373","30-OCT-2021","23.95","","01-NOV-2021"
"3AS3WX","LA373","31-OCT-2021","23.91","","08-NOV-2021"
"3AS3WX","LA373","01-NOV-2021","21.91","","08-NOV-2021"
"3AS3WX","LA373","02-NOV-2021","22.06","","08-NOV-2021"
"3AS3WX","LA373","03-NOV-2021","24.01","","08-NOV-2021"
"3AS3WX","LA373","04-NOV-2021","24.53","","08-NOV-2021"
"3AS3WX","LA373","05-NOV-2021","22.44","","08-NOV-2021"
"3AS3WX","LA373","06-NOV-2021","20.92","","08-NOV-2021"
"3AS3WX","LA373","07-NOV-2021","18.71","P","08-NOV-2021"
"3AS3WX","LA373","08-NOV-2021","19.18","","11-NOV-2021"
"3AS3WX","LA373","09-NOV-2021","20.00","","15-NOV-2021"
"3AS3WX","LA373","10-NOV-2021","22.30","","15-NOV-2021"
"3AS3WX","LA373","11-NOV-2021","23.07","","15-NOV-2021"
"3AS3WX","LA373","12-NOV-2021","23.36","","15-NOV-2021"
"3AS3WX","LA373","13-NOV-2021","23.95","","15-NOV-2021"
"3AS3WX","LA373","14-NOV-2021","20.65","","22-NOV-2021"
"3AS3WX","LA373","15-NOV-2021","18.72","","22-NOV-2021"
"3AS3WX","LA373","16-NOV-2021","20.53","","22-NOV-2021"
"3AS3WX","LA373","17-NOV-2021","22.49","","22-NOV-2021"
"3AS3WX","LA373","18-NOV-2021","22.59","","22-NOV-2021"
"3AS3WX","LA373","19-NOV-2021","23.09","","22-NOV-2021"
"3AS3WX","LA373","20-NOV-2021","23.12","","22-NOV-2021"
"3AS3WX","LA373","21-NOV-2021","23.60","","29-NOV-2021"
"3AS3WX","LA373","22-NOV-2021","22.90","","22-DEC-2021"
"3AS3WX","LA373","23-NOV-2021","18.18","","22-DEC-2021"
"3AS3WX","LA373","24-NOV-2021","18.07","","22-DEC-2021"
"3AS3WX","LA373","25-NOV-2021","19.84","","22-DEC-2021"
"3AS3WX","LA373","26-NOV-2021","20.33","","22-DEC-2021"
"3AS3WX","LA373","27-NOV-2021","18.91","","22-DEC-2021"
"3AS3WX","LA373","28-NOV-2021","18.51","","22-DEC-2021"
"3AS3WX","LA373","29-NOV-2021","18.05","","22-DEC-2021"
"3AS3WX","LA373","30-NOV-2021","18.69","","22-DEC-2021"
"3AS3WX","LA373","01-DEC-2021","20.22","","22-DEC-2021"
"3AS3WX","LA373","02-DEC-2021","20.40","","22-DEC-2021"
"3AS3WX","LA373","03-DEC-2021","19.62","","22-DEC-2021"
"3AS3WX","LA373","04-DEC-2021","20.44","","22-DEC-2021"
"3AS3WX","LA373","05-DEC-2021","21.99","","22-DEC-2021"
"3AS3WX","LA373","06-DEC-2021","22.76","","22-DEC-2021"
"3AS3WX","LA373","07-DEC-2021","22.56","","22-DEC-2021"
"3AS3WX","LA373","08-DEC-2021","23.30","","22-DEC-2021"
"3AS3WX","LA373","09-DEC-2021","23.91","","22-DEC-2021"
"3AS3WX","LA373","10-DEC-2021","24.21","","22-DEC-2021"
"3AS3WX","LA373","11-DEC-2021","24.06","","22-DEC-2021"
"3AS3WX","LA373","12-DEC-2021","23.90","","22-DEC-2021"
"3AS3WX","LA373","13-DEC-2021","23.41","","22-DEC-2021"
"3AS3WX","LA373","14-DEC-2021","23.04","","22-DEC-2021"
"3AS3WX","LA373","15-DEC-2021","22.83","","22-DEC-2021"
"3AS3WX","LA373","16-DEC-2021","23.48","","22-DEC-2021"
"3AS3WX","LA373","17-DEC-2021","23.25","","22-DEC-2021"
"3AS3WX","LA373","18-DEC-2021","23.98","","22-DEC-2021"
"3AS3WX","LA373","19-DEC-2021","24.51","","22-DEC-2021"
"3AS3WX","LA373","20-DEC-2021","23.36","","27-DEC-2021"
"3AS3WX","LA373","21-DEC-2021","22.62","","27-DEC-2021"
"3AS3WX","LA373","22-DEC-2021","17.93","","27-DEC-2021"
"3AS3WX","LA373","23-DEC-2021","16.30","","27-DEC-2021"
"3AS3WX","LA373","24-DEC-2021","18.65","","27-DEC-2021"
"3AS3WX","LA373","25-DEC-2021","20.72","","27-DEC-2021"
"3AS3WX","LA373","26-DEC-2021","21.41","","03-JAN-2022"
"3AS3WX","LA373","27-DEC-2021","21.69","","03-JAN-2022"
"3AS3WX","LA373","28-DEC-2021","21.85","","03-JAN-2022"
"3AS3WX","LA373","29-DEC-2021","22.65","","03-JAN-2022"
"3AS3WX","LA373","30-DEC-2021","23.62","","03-JAN-2022"
"3AS3WX","LA373","31-DEC-2021","23.45","","03-JAN-2022"
"3AS3WX","LA373","01-JAN-2022","23.33","","03-JAN-2022"
"3AS3WX","LA373","02-JAN-2022","23.40","","03-JAN-2022"
"3AS3WX","LA373","03-JAN-2022","21.10","","10-JAN-2022"
"3AS3WX","LA373","04-JAN-2022","18.73","","10-JAN-2022"
"3AS3WX","LA373","05-JAN-2022","21.30","","10-JAN-2022"
"3AS3WX","LA373","06-JAN-2022","20.27","","10-JAN-2022"
"3AS3WX","LA373","07-JAN-2022","22.29","","10-JAN-2022"
"3AS3WX","LA373","08-JAN-2022","22.10","","10-JAN-2022"
"3AS3WX","LA373","09-JAN-2022","22.25","","12-JAN-2022"
"3AS3WX","LA373","10-JAN-2022","22.68","","12-JAN-2022"
"3AS3WX","LA373","11-JAN-2022","19.71","","18-JAN-2022"
"3AS3WX","LA373","12-JAN-2022","19.84","","18-JAN-2022"
"3AS3WX","LA373","13-JAN-2022","19.17","","18-JAN-2022"
"3AS3WX","LA373","14-JAN-2022","16.96","","18-JAN-2022"
"3AS3WX","LA373","15-JAN-2022","18.06","","18-JAN-2022"
"3AS3WX","LA373","16-JAN-2022","19.02","","18-JAN-2022"
"3AS3WX","LA373","17-JAN-2022","17.21","","24-JAN-2022"
"3AS3WX","LA373","18-JAN-2022","14.47","","24-JAN-2022"
"3AS3WX","LA373","19-JAN-2022","16.46","","24-JAN-2022"
"3AS3WX","LA373","20-JAN-2022","19.35","","24-JAN-2022"
"3AS3WX","LA373","21-JAN-2022","22.17","","24-JAN-2022"
"3AS3WX","LA373","22-JAN-2022","18.82","","24-JAN-2022"
"3AS3WX","LA373","23-JAN-2022","13.50","","31-JAN-2022"
"3AS3WX","LA373","24-JAN-2022","10.77","","31-JAN-2022"
"3AS3WX","LA373","25-JAN-2022","16.15","","31-JAN-2022"
"3AS3WX","LA373","26-JAN-2022","21.24","","31-JAN-2022"
"3AS3WX","LA373","27-JAN-2022","20.89","","31-JAN-2022"
"3AS3WX","LA373","28-JAN-2022","18.48","","31-JAN-2022"
"3AS3WX","LA373","29-JAN-2022","12.46","","31-JAN-2022"
"3AS3WX","LA373","30-JAN-2022","8.35","","07-FEB-2022"
"3AS3WX","LA373","31-JAN-2022","12.09","","07-FEB-2022"
